iter	Logloss
130	0.3135020934
131	0.3122851228
132	0.3111889087
133	0.3101199275
134	0.3091213876
135	0.3083305583
136	0.3074615538
137	0.3067633522
138	0.3058640094
139	0.3051754528
140	0.3045646832
141	0.3033231672
142	0.3022892722
143	0.3014357356
144	0.3006759315
145	0.2997604639
146	0.2990374481
147	0.297828749
148	0.2964963073
149	0.2960062344
150	0.2955360487
151	0.2947823064
152	0.2941887962
153	0.2938148215
154	0.2932742841
155	0.2923323002
156	0.2916491484
157	0.2906767664
158	0.2896978151
159	0.28872824
160	0.2879263921
161	0.2871439835
162	0.286133141
163	0.2853295612
164	0.2847061904
165	0.2837317181
166	0.2832818675
167	0.2827746845
168	0.2818984537
169	0.2812276045
170	0.2806613273
171	0.2798663175
172	0.2792931723
173	0.2784475188
174	0.2776845197
175	0.276626139
176	0.2758857742
177	0.2748256019
178	0.2742359736
179	0.2731889997
180	0.2726812493
181	0.2722129747
182	0.2711553704
183	0.2701690734
184	0.269723672
185	0.2686169469
186	0.2679759285
187	0.2675338118
188	0.2670211045
189	0.2663985101
190	0.2659586628
191	0.2655133212
192	0.264945312
193	0.2641913905
194	0.2634833349
195	0.262827834
196	0.2623537665
197	0.2617179736
198	0.2612208536
199	0.26056165
200	0.2597835115
201	0.2590403995
202	0.2586211561
203	0.2581105391
204	0.2575637608
205	0.2560793882
206	0.2556117108
207	0.2550885523
208	0.2545510309
209	0.2539227032
210	0.253251854
211	0.2529391235
212	0.2523358787
213	0.2516301224
214	0.2505585433
215	0.2499531188
216	0.2493632964
217	0.248512925
218	0.247872459
219	0.247172406
220	0.2467369483
221	0.2460305201
222	0.2457015304
223	0.2451837767
224	0.2442975128
225	0.2431984321
226	0.2426006369
227	0.2420935136
228	0.2413910121
229	0.2405574224
230	0.2402928123
231	0.2396801913
232	0.2391657969
233	0.2387836404
234	0.237891061
235	0.2373123468
236	0.2368302765
237	0.2365632925
238	0.2359901921
239	0.2355934785
240	0.2351404776
241	0.2344410816
242	0.2338394344
243	0.2333688605
244	0.2329040348
245	0.2321188044
246	0.2317637763
247	0.2314331294
248	0.2310831626
249	0.230648959
250	0.2298536207
251	0.2293373003
252	0.2288901969
253	0.2282090159
254	0.2279570667
255	0.2273335765
256	0.2269501509
257	0.2264027157
258	0.225811684
259	0.2252236682
260	0.2246291129
261	0.2240407537
262	0.2235914854
263	0.2230094716
264	0.2225081113
265	0.2217368706
266	0.2209318127
267	0.2204814396
268	0.2201225445
269	0.2197358193
270	0.218863142
271	0.2182714832
272	0.2177916674
273	0.2173014602
274	0.2166987231
275	0.2161498546
276	0.2155674078
277	0.2153202811
278	0.214817398
279	0.2141744237
280	0.2138837751
281	0.2132951024
282	0.2126595484
283	0.2122686129
284	0.2119251707
285	0.2116551259
286	0.2112832265
287	0.210607077
288	0.2102500333
289	0.2098080809
290	0.2092909841
291	0.2086597151
292	0.2081693287
293	0.2076509629
294	0.2071195778
295	0.2066738778
296	0.2065119435
297	0.2060889675
298	0.2057586341
299	0.2053235795
300	0.2051741568
301	0.2045967416
302	0.2037129561
303	0.2032092966
304	0.2028401145
305	0.2024953435
306	0.2021344478
307	0.2016966012
308	0.2013380196
309	0.2008126962
310	0.2004091595
311	0.2000059064
312	0.1997436404
313	0.1992699311
314	0.1989143207
315	0.1987006081
316	0.1981821079
317	0.1977493376
318	0.1973635679
319	0.1968998918
320	0.1964866205
321	0.1958858094
322	0.1956792484
323	0.1953368663
324	0.1949671617
325	0.1946862327
326	0.1943042703
327	0.1940332402
328	0.1936142057
329	0.192997688
330	0.1926995294
331	0.1923435159
332	0.1919471158
333	0.1915518953
334	0.1913611754
335	0.1911041797
336	0.190521718
337	0.1900981149
338	0.1899238631
339	0.1895476489
340	0.1895067995
341	0.1892016834
342	0.1887338119
343	0.1882322576
344	0.187483069
345	0.1870055675
346	0.1867426146
347	0.1864752424
348	0.1858510654
349	0.1854783448
350	0.1849455414
351	0.1843082256
352	0.1839960923
353	0.183572116
354	0.1831158155
355	0.1827975159
356	0.182522574
357	0.1822578744
358	0.1818764494
359	0.1816737255
360	0.1813793742
361	0.1811209005
362	0.1807137208
363	0.18049747
364	0.1800778085
365	0.1797638089
366	0.1792795737
367	0.1790536481
368	0.1786952308
369	0.178309058
370	0.1781893616
371	0.1777288956
372	0.1774112978
373	0.1769586851
374	0.1763987084
375	0.1760273465
376	0.1754652049
377	0.1748838481
378	0.174537375
379	0.1741743293
380	0.1737611177
381	0.1733147907
382	0.1730330555
383	0.1725165559
384	0.1720308726
385	0.1717535866
386	0.1712724869
387	0.1710215231
388	0.1706445026
389	0.1704036168
390	0.1702002359
391	0.1696763757
392	0.1692367225
393	0.1688076549
394	0.1681780134
395	0.1678336754
396	0.1675273948
397	0.1668336573
398	0.1664564577
399	0.1659492299
400	0.1653943146
401	0.1651205373
402	0.1648035665
403	0.1642706585
404	0.1641155026
405	0.1636312526
406	0.1633910834
407	0.1631501976
408	0.1630172879
409	0.1625217505
410	0.1623043949
411	0.1620842174
412	0.1616507454
413	0.1613755497
414	0.1610707173
415	0.1608345942
416	0.1603844152
417	0.1602149262
418	0.1597113264
419	0.1594989276
420	0.1589820548
421	0.1587606829
422	0.1584938184
423	0.1581685314
424	0.1578780919
425	0.157523228
426	0.1573658325
427	0.1571979261
428	0.1569438718
429	0.1566781121
430	0.1560797943
431	0.1559051991
432	0.155795745
433	0.1556264351
434	0.1554316392
435	0.1550451827
436	0.1548607335
437	0.1542915449
438	0.1537589952
439	0.1535017458
440	0.1532210856
441	0.1529886802
442	0.1525584779
443	0.1522265171
444	0.1519650872
445	0.1517568838
446	0.1514682658
447	0.1510984268
448	0.1508504341
449	0.150657609
450	0.1504907179
451	0.1501204907
452	0.1497304211
453	0.1493048621
454	0.1490394309
455	0.1489033559
456	0.1486560948
457	0.1482948258
458	0.1478832864
459	0.1474418416
460	0.147191281
461	0.1470234492
462	0.1466541029
463	0.1462535074
464	0.1459849557
465	0.1456953523
466	0.1454224409
467	0.1451998
468	0.1450152015
469	0.1447550854
470	0.1443175075
471	0.143937919
472	0.1436122887
473	0.143411655
474	0.1430591501
475	0.1428808522
476	0.1424738367
477	0.1421130753
478	0.141875952
479	0.1416189265
480	0.1414857181
481	0.1411672394
482	0.140995914
483	0.1407256154
484	0.140567369
485	0.1401050366
486	0.1399081952
487	0.1397190131
488	0.1390537926
489	0.1387814934
490	0.1385882652
491	0.1383286568
492	0.1380382023
493	0.1377721887
494	0.1375787515
495	0.1373583053
496	0.1372389821
497	0.1369107091
498	0.1367547022
499	0.1363830566
500	0.1361658652
501	0.1358492379
502	0.1356619519
503	0.1353576123
504	0.1351438101
505	0.1346367465
506	0.1344901158
507	0.1342094406
508	0.133939799
509	0.1336130041
510	0.1334579378
511	0.1332441953
512	0.1330492203
513	0.1328394791
514	0.1325662094
515	0.1324305824
516	0.1320821684
517	0.1317505659
518	0.1314572597
519	0.1311798394
520	0.1309115415
521	0.130715596
522	0.1306104865
523	0.1304615864
524	0.1303202411
525	0.1300238443
526	0.1299243785
527	0.1297433782
528	0.1294186288
529	0.1291761604
530	0.1290150323
531	0.1287310427
532	0.1285436522
533	0.1283539177
534	0.128050429
535	0.1278999463
536	0.1277434765
537	0.1274604125
538	0.1271333788
539	0.1268837886
540	0.1266131317
541	0.1263748438
542	0.1261072924
543	0.125964021
544	0.1256753283
545	0.1255499584
546	0.1253641655
547	0.1251140453
548	0.124911941
549	0.1247473342
550	0.1245035295
551	0.1242983495
552	0.1240186598
553	0.1238226769
554	0.1236257833
555	0.123275824
556	0.1231125162
557	0.1228898752
558	0.1227133913
559	0.1224852187
560	0.122272596
561	0.1220861162
562	0.1219220021
563	0.1216762043
564	0.1214967493
565	0.1213053276
566	0.1211085609
567	0.1209093307
568	0.120704621
569	0.1205949653
570	0.1203020995
571	0.120111723
572	0.1198888133
573	0.1197013332
574	0.1194465772
575	0.1193218119
576	0.1191862894
577	0.1190161061
578	0.1188081715
579	0.1186191089
580	0.1184466338
581	0.1182698214
582	0.1180979212
583	0.1179936851
584	0.1177318446
585	0.1175018953
586	0.1173890295
587	0.1171310261
588	0.1169397313
589	0.1164080103
590	0.1162701959
591	0.1161638174
592	0.1158129548
593	0.1155878504
594	0.1153736226
595	0.1152848096
596	0.1151945932
597	0.1151296463
598	0.1148919182
599	0.1147273711
600	0.1146355646
601	0.1144417242
602	0.114270451
603	0.1141322784
604	0.1138897427
605	0.1136995902
606	0.113421386
607	0.1130859763
608	0.1127789566
609	0.1126009947
610	0.1123970614
611	0.1121639394
612	0.1119144387
613	0.1114876779
614	0.111382755
615	0.1111648993
616	0.1109237522
617	0.1107861245
618	0.110567134
619	0.1104172335
620	0.110207888
621	0.1099459952
622	0.1097865693
623	0.1096388039
624	0.1094023822
625	0.109209154
626	0.1090555508
627	0.1089500532
628	0.108715244
629	0.1083703237
630	0.108194773
631	0.1079549472
632	0.1077385322
633	0.1073105097
634	0.1069596472
635	0.1068214969
636	0.1064568835
637	0.1063408152
638	0.1062266579
639	0.106048696
640	0.105871473
641	0.1056182846
642	0.1053456271
643	0.1051836406
644	0.1049683005
645	0.1048691035
646	0.1046968225
647	0.1045552905
648	0.1043522755
649	0.1042187834
650	0.1039606158
651	0.1037814519
652	0.1036878612
653	0.1034782021
654	0.1034163085
655	0.103263631
656	0.1030840342
657	0.1029712729
658	0.1027545369
659	0.1026633425
660	0.1024421348
661	0.1022050488
662	0.1020738635
663	0.101809985
664	0.1015763105
665	0.1013629189
666	0.1012010668
667	0.1008634997
668	0.1007117553
669	0.1006038912
670	0.100372404
671	0.1002878387
672	0.1001852375
673	0.09999313653
674	0.0998133008
675	0.09967423232
676	0.09945169587
677	0.09929346432
678	0.09919441656
679	0.09899005031
680	0.09888856145
681	0.09878728161
682	0.09871027101
683	0.09855607065
684	0.09838780592
685	0.09817257039
686	0.09807491862
687	0.09786701389
688	0.09766519326
689	0.09758168797
690	0.09751531523
691	0.09743296703
692	0.09734212349
693	0.09722080716
694	0.09708601621
695	0.09693576492
696	0.09686383809
697	0.09671798378
698	0.09648784779
699	0.09630711625
700	0.09622241653
701	0.09579607372
702	0.09565651253
703	0.09545952187
704	0.09537282149
705	0.09525732052
706	0.09515982551
707	0.09502206343
708	0.09494633684
709	0.09473628214
710	0.09457178732
711	0.09442711996
712	0.09427592059
713	0.09415850854
714	0.09398392082
715	0.09375941357
716	0.09365157932
717	0.09344796705
718	0.0933641109
719	0.09318755984
720	0.09310475628
721	0.0930334192
722	0.09292830226
723	0.09279743799
724	0.0925713108
725	0.0924967861
726	0.09227032298
727	0.09214351975
728	0.09190377611
729	0.09168459151
730	0.09146027089
731	0.09126168268
732	0.09113582753
733	0.09101640735
734	0.09076878796
735	0.09064924087
736	0.09054878966
737	0.09036039886
738	0.09020683304
739	0.09009256382
740	0.08984913985
741	0.08975576561
742	0.08968212926
743	0.08961637613
744	0.08954684562
745	0.08945508386
746	0.08931597058
747	0.08920706881
748	0.08910145918
749	0.08871274825
750	0.08860725059
751	0.08836450595
752	0.08824479463
753	0.0880983655
754	0.08797553374
755	0.08789822453
756	0.08776797987
757	0.08766515474
758	0.08758419507
759	0.08753304379
760	0.08746434938
761	0.08730467705
762	0.0872641039
763	0.0871799566
764	0.08697271627
765	0.08678488535
766	0.08667828286
767	0.0866235035
768	0.0865478217
769	0.08632216482
770	0.08611459601
771	0.08591938952
772	0.08583109906
773	0.08574374175
774	0.08566109495
775	0.08564302926
776	0.08547917644
777	0.08542982426
778	0.08536355603
779	0.08528113319
780	0.08494826912
781	0.08489133234
782	0.08481599393
783	0.0847247846
784	0.08460301289
785	0.0844185189
786	0.08435169825
787	0.08423144197
788	0.08414577178
789	0.08395723167
790	0.08382541186
791	0.08374959569
792	0.08355630027
793	0.08331603407
794	0.08315247239
795	0.08299933208
796	0.0828139572
797	0.08258429899
798	0.08237941018
799	0.08228356498
800	0.08210648389
801	0.08195419461
802	0.08184905528
803	0.08173466662
804	0.08158045879
805	0.08138972393
806	0.08121817453
807	0.08112857766
808	0.08079957309
809	0.08047257664
810	0.0802789229
811	0.08013177711
812	0.0799095318
813	0.07978991006
814	0.07972988271
815	0.07972087226
816	0.07962882682
817	0.07948975087
818	0.07939600338
819	0.07927025274
820	0.0791694656
821	0.07909011841
822	0.07902058043
823	0.07894560036
824	0.07884199139
825	0.07866605994
826	0.07854351186
827	0.07847025623
828	0.07818445254
829	0.07807994775
830	0.0779863197
831	0.07785800852
832	0.07772857756
833	0.07761122523
834	0.07752051605
835	0.07738251509
836	0.07723473476
837	0.07709076167
838	0.07704426864
839	0.07690690968
840	0.0767426836
841	0.0766347747
842	0.07658094343
843	0.07651542171
844	0.07643557435
845	0.07637090366
846	0.07627810424
847	0.07612297073
848	0.07599480138
849	0.07589464132
850	0.07576621815
851	0.07563847432
852	0.0755241827
853	0.07537203526
854	0.07532466881
855	0.07516934867
856	0.07508276773
857	0.0750244275
858	0.07493539052
859	0.07477945824
860	0.07458007872
861	0.07445709766
862	0.0743579006
863	0.07423440444
864	0.07407992787
865	0.07388243703
866	0.07372167479
867	0.07366970234
868	0.07357825412
869	0.07343014532
870	0.07333221734
871	0.07326986085
872	0.07316602046
873	0.07304564474
874	0.07291457891
875	0.07263215694
876	0.07253702839
877	0.0724766651
878	0.07238768038
879	0.07231861271
880	0.07219928958
881	0.07206597673
882	0.07195448456
883	0.07177223758
884	0.07169570475
885	0.07159758267
886	0.07145817079
887	0.07130657577
888	0.07114010268
889	0.07088622748
890	0.07070675008
891	0.07056032841
892	0.07027770488
893	0.07012692356
894	0.07005536253
895	0.06991453227
896	0.06988184979
897	0.06982256148
898	0.06975868957
899	0.06967427353
900	0.06959551608
901	0.06955899651
902	0.06943638871
903	0.06932667324
904	0.06926200255
905	0.06908383155
906	0.06893408042
907	0.0688462752
908	0.06857794745
909	0.06856751862
910	0.06848838791
911	0.06839959729
912	0.06830075856
913	0.06814949946
914	0.06801108045
915	0.06787740181
916	0.06772265649
917	0.06763701616
918	0.06750924993
919	0.06736718045
920	0.067253389
921	0.06711106571
922	0.067003866
923	0.06694754882
924	0.06679973864
925	0.06676093473
926	0.06672947654
927	0.06648501491
928	0.06641261032
929	0.06629357086
930	0.06623561135
931	0.06609491546
932	0.06596654455
933	0.06589929092
934	0.06585436558
935	0.06581014943
936	0.06567306668
937	0.06552817537
938	0.06545550203
939	0.06532087531
940	0.06520611339
941	0.06509338946
942	0.0649267596
943	0.06472415513
944	0.06456589372
945	0.06452468603
946	0.0644706308
947	0.0643491801
948	0.0642533125
949	0.06412750214
950	0.06397231638
951	0.06387750137
952	0.06370202529
953	0.06359277266
954	0.06353474596
955	0.06342567996
956	0.0632768993
957	0.06314934956
958	0.06305353422
959	0.06299168536
960	0.06286628559
961	0.06275953379
962	0.06262483242
963	0.06252683352
964	0.06232629317
965	0.06225139521
966	0.06213972387
967	0.06203298699
968	0.06198111906
969	0.06189715839
970	0.06181801649
971	0.0617627295
972	0.06165822098
973	0.06146420145
974	0.06132406545
975	0.06123683504
976	0.06115028396
977	0.0610206925
978	0.06087539807
979	0.06082515007
980	0.06074496678
981	0.06064634827
982	0.0605245467
983	0.06045620689
984	0.060406418
985	0.06028825196
986	0.06020123058
987	0.06014655201
988	0.06009493415
989	0.05999265772
990	0.05986698546
991	0.05973445646
992	0.05966334707
993	0.05955672591
994	0.05950158076
995	0.05939046931
996	0.05932073351
997	0.05920576629
998	0.05911325429
999	0.05900279603
